Genre,MovieName,tags,language
"Romance, Comedy, Family",Falling for Christmas,"Romance, Comedy, Family Janeen Damian Lindsay Lohan Chord Overstreet George Young",en
"Action, Adventure, Science Fiction",Black Panther: Wakanda Forever,"Action, Adventure, Science Fiction Ryan Coogler Letitia Wright Tenoch Huerta Mejía Lupita Nyong'o",en
Drama,The Fabelmans,Drama Steven Spielberg Gabriel LaBelle Michelle Williams Paul Dano,en
Comedy,Spirited,Comedy Sean Anders Will Ferrell Ryan Reynolds Octavia Spencer,en
Documentary,Is That Black Enough for You?!?,Documentary Elvis Mitchell Elvis Mitchell Margaret Avery Harry Belafonte,en
"Action, Crime, Thriller",Paradise City,"Action, Crime, Thriller Chuck Russell John Travolta Bruce Willis Blake Jenner",en
"Thriller, Crime",Poker Face,"Thriller, Crime Russell Crowe Russell Crowe Liam Hemsworth RZA",en
"Comedy, Family, Drama, Fantasy",A Christmas Story Christmas,"Comedy, Family, Drama, Fantasy Clay Kaytis Peter Billingsley Erinn Hayes Julie Hagerty",en
"Drama, History",She Said,"Drama, History Maria Schrader Carey Mulligan Zoe Kazan Patricia Clarkson",en
"Comedy, Horror, Thriller",The Menu,"Comedy, Horror, Thriller Mark Mylod Anya Taylor-Joy Ralph Fiennes Nicholas Hoult",en
"Comedy, Family, Fantasy",Disenchanted,"Comedy, Family, Fantasy Adam Shankman Amy Adams Patrick Dempsey Maya Rudolph",en
"Family, Fantasy, Comedy",Slumberland,"Family, Fantasy, Comedy Francis Lawrence Marlow Barkley Jason Momoa Chris O'Dowd",en
"Drama, Horror, Romance",Bones and All,"Drama, Horror, Romance Luca Guadagnino Taylor Russell Timothée Chalamet Mark Rylance",en
Action Adventure,Detective Pikachu,Action Adventure Rob Letterman Ryan Reynolds Justice Smith Kathryn Newton,en
Drama,The Inspection,Drama Elegance Bratton Jeremy Pope Gabrielle Union Bokeem Woodbine,en
"Animation, Family, Fantasy",Scrooge: A Christmas Carol,"Animation, Family, Fantasy Stephen Donnelly Luke Evans Olivia Colman Jessie Buckley",en
"Drama, History",Lamborghini: The Man Behind the Legend,"Drama, History Bobby Moresco Frank Grillo Romano Reggiani Gabriel Byrne",en
Comedy,The People We Hate at the Wedding,Comedy Claire Scanlon Kristen Bell Ben Platt Allison Janney,en
"Animation, Family, Adventure, Science Fiction, Fantasy",Strange World,"Animation, Family, Adventure, Science Fiction, Fantasy Don Hall Jake Gyllenhaal Dennis Quaid Jaboukie Young-White",en
"Comedy, Crime, Mystery",Glass Onion: A Knives Out Mystery,"Comedy, Crime, Mystery Rian Johnson Daniel Craig Edward Norton Janelle Monáe",en
"War, Drama, Action",Devotion,"War, Drama, Action J.D. Dillard Jonathan Majors Glen Powell Christina Jackson",en
"Drama, Horror",Nanny,"Drama, Horror Nikyatu Jusu Anna Diop Michelle Monaghan Sinqua Walls",en
"Romance, Comedy, Drama",The Noel Diary,"Romance, Comedy, Drama Charles Shyer Justin Hartley Barrett Doss Bonnie Bedelia",en
"Comedy, Drama",White Noise,"Comedy, Drama Noah Baumbach Adam Driver Greta Gerwig Don Cheadle",en
"Comedy, Action",Violent Night,"Comedy, Action Tommy Wirkola David Harbour John Leguizamo Beverly D'Angelo",en
"Drama, War, History",Emancipation,"Drama, War, History Antoine Fuqua Will Smith Ben Foster Charmaine Bingwa",en
Action Biography,Ford v Ferrari,Action Biography James Mangold Matt Damon Christian Bale Jon Bernthal,en
"Romance, Comedy, Drama",Spoiler Alert,"Romance, Comedy, Drama Michael Showalter Jim Parsons Ben Aldridge Sally Field",en
"Animation, Comedy, Family",Diary of a Wimpy Kid: Rodrick Rules,"Animation, Comedy, Family Luke Cormican Brady Noon Ethan William Childress Hunter Dillon",en
"Comedy, Fantasy, Drama",Darby and the Dead,"Comedy, Fantasy, Drama Silas Howard Riele Downs Auli'i Cravalho Chosen Jacobs",en
"Drama, Romance",Lady Chatterley's Lover,"Drama, Romance Laure de Clermont-Tonnerre Emma Corrin Jack O'Connell Matthew Duckett",en
"Drama, Mystery",The Eternal Daughter,"Drama, Mystery Joanna Hogg Tilda Swinton Carly-Sophia Davies Joseph Mydell",en
Drama,Almighty Zeus,Drama Chris Soriano Chris Soriano David Scott Greene Hakeem Jawanza,en
"Family, Comedy, Fantasy",Roald Dahl's Matilda the Musical,"Family, Comedy, Fantasy Matthew Warchus Alisha Weir Emma Thompson Lashana Lynch",en
"Drama, Romance",Empire of Light,"Drama, Romance Sam Mendes Olivia Colman Micheal Ward Toby Jones",en
"Animation, Comedy, Family, Fantasy",Night at the Museum: Kahmunrah Rises Again,"Animation, Comedy, Family, Fantasy Matt Danner Joshua Bassett Thomas Lennon Joseph Kamal",en
Drama,The Whale,Drama Darren Aronofsky Brendan Fraser Sadie Sink Ty Simpkins,en
"Romance, Comedy, Drama",Something from Tiffany's,"Romance, Comedy, Drama Daryl Wein Zoey Deutch Kendrick Sampson Ray Nicholson",en
"Action, Thriller",Detective Knight: Redemption,"Action, Thriller Edward Drake Bruce Willis Lochlyn Munro Beau Mirchoff",en
"Horror, Comedy",The Mean One,"Horror, Comedy Steven LaMorte David Howard Thornton Krystle Martin Chase Mullins",en
"Science Fiction, Adventure, Action",Avatar: The Way of Water,"Science Fiction, Adventure, Action James Cameron Sam Worthington Zoe Saldaña Sigourney Weaver",en
"Animation, Adventure, Fantasy, Comedy, Family",Puss in Boots: The Last Wish,"Animation, Adventure, Fantasy, Comedy, Family Joel Crawford Antonio Banderas Salma Hayek Pinault Harvey Guillén",en
"Drama, Comedy",Babylon,"Drama, Comedy Damien Chazelle Brad Pitt Margot Robbie Diego Calva",en
"Music, History, Drama",Whitney Houston: I Wanna Dance with Somebody,"Music, History, Drama Kasi Lemmons Naomi Ackie Ashton Sanders Stanley Tucci",en
"Thriller, Crime, Horror, Mystery",The Pale Blue Eye,"Thriller, Crime, Horror, Mystery Scott Cooper Christian Bale Harry Melling Lucy Boynton",en
Drama,Women Talking,Drama Sarah Polley Rooney Mara Claire Foy Jessie Buckley,en
"Comedy, Drama",A Man Called Otto,"Comedy, Drama Marc Forster Tom Hanks Mariana Treviño Rachel Keller",en
"Thriller, Drama, Romance","Alice, Darling","Thriller, Drama, Romance Mary Nighy Anna Kendrick Wunmi Mosaku Kaniehtiio Horn",en
"Comedy, Adventure",Barbie,"Comedy, Adventure Greta Gerwig Margot Robbie Ryan Gosling America Ferrera",en
"Animation, Family, Adventure, Fantasy, Comedy",The Super Mario Bros. Movie,"Animation, Family, Adventure, Fantasy, Comedy Aaron Horvath Chris Pratt Anya Taylor-Joy Charlie Day",en
"Animation, Action, Adventure, Science Fiction",Spider-Man: Across the Spider-Verse,"Animation, Action, Adventure, Science Fiction Kemp Powers Shameik Moore Hailee Steinfeld Brian Tyree Henry",en
"Science Fiction, Adventure, Action",Guardians of the Galaxy Vol. 3,"Science Fiction, Adventure, Action James Gunn Chris Pratt Zoe Saldaña Dave Bautista",en
"Adventure, Family, Fantasy, Romance",The Little Mermaid,"Adventure, Family, Fantasy, Romance Rob Marshall Halle Bailey Jonah Hauer-King Daveed Diggs",en
"Comedy, Family, Fantasy",Wonka,"Comedy, Family, Fantasy Paul King Timothée Chalamet Calah Lane Keegan-Michael Key",en
"Action, Adventure, Science Fiction",Ant-Man and the Wasp: Quantumania,"Action, Adventure, Science Fiction Peyton Reed Paul Rudd Evangeline Lilly Michael Douglas",en
"Action, Thriller, Crime",John Wick: Chapter 4,"Action, Thriller, Crime Chad Stahelski Keanu Reeves Donnie Yen Bill Skarsgård",en
"Action, Drama",Sound of Freedom,"Action, Drama Alejandro Monteverde Jim Caviezel Mira Sorvino Bill Camp",en
"Western, Drama",The Old Way,"Western, Drama Brett Donowho Nicolas Cage Ryan Kiera Armstrong Noah Le Gros",en
Action Thriller,John Wick,Action Thriller Chad Stahelski Keanu Reeves Michael Nyqvist Alfie Allen,en
Comedy,House Party,Comedy Calmatic Jacob Latimore Tosin Cole Karen Obilom,en
"Horror, Mystery, Thriller",Sick,"Horror, Mystery, Thriller John Hyams Gideon Adlon Bethlehem Million Dylan Sprayberry",en
Comedy,The Drop,Comedy Sarah Adina Smith Anna Konkle Jermaine Fowler Aparna Nancherla,en
Action Thriller,John Wick: Chapter 3 – Parabellum,Action Thriller Chad Stahelski Keanu Reeves Halle Berry Laurence Fishburne,en
"Family, Adventure, Drama",Dog Gone,"Family, Adventure, Drama Stephen Herek Johnny Berchtold Rob Lowe Kimberly Williams-Paisley",en
Drama,The Son,Drama Florian Zeller Hugh Jackman Zen McGrath Vanessa Kirby,en
"Drama, Comedy",When You Finish Saving the World,"Drama, Comedy Jesse Eisenberg Julianne Moore Finn Wolfhard Billy Bryk",en
"Action, Crime, Thriller",Detective Knight: Independence,"Action, Crime, Thriller Edward Drake Bruce Willis Lochlyn Munro Jimmy Jean-Louis",en
"Horror, Science Fiction, Thriller",Kids vs. Aliens,"Horror, Science Fiction, Thriller Jason Eisener Phoebe Rex Dominic Mariche Calem MacDonald",en
"Action, Comedy, Romance",Shotgun Wedding,"Action, Comedy, Romance Jason Moore Jennifer Lopez Josh Duhamel Lenny Kravitz",en
"Comedy, Romance, Drama",Maybe I Do,"Comedy, Romance, Drama Michael Jacobs Emma Roberts Luke Bracey Diane Keaton",en
"Comedy, Drama, Romance",Life Upside Down,"Comedy, Drama, Romance Cecilia Miniucchi Bob Odenkirk Radha Mitchell Danny Huston",en
"Horror, Drama",Fear,"Horror, Drama Deon Taylor Joseph Sikora Andrew Bachelor Annie Ilonzeh",en
"Drama, Comedy",80 for Brady,"Drama, Comedy Kyle Marvin Lily Tomlin Jane Fonda Rita Moreno",en
"Thriller, Mystery, Action, Crime, Drama",The Locksmith,"Thriller, Mystery, Action, Crime, Drama Nicolas Harvard Ryan Phillippe Kate Bosworth Ving Rhames",en
"Thriller, Horror, Drama",Baby Ruby,"Thriller, Horror, Drama Bess Wohl Noémie Merlant Kit Harington Camila Canó-Flaviá",en
"Drama, History, War",Freedom's Path,"Drama, History, War Brett Smith Gerran Howell RJ Cyler Ewen Bremner",en
"Thriller, Crime, Drama",Sharper,"Thriller, Crime, Drama Benjamin Caron Julianne Moore Sebastian Stan Justice Smith",en
"Romance, Comedy",Your Place or Mine,"Romance, Comedy Aline Brosh McKenna Reese Witherspoon Ashton Kutcher Jesse Williams",en
"Romance, Comedy, Drama",Somebody I Used to Know,"Romance, Comedy, Drama Dave Franco Alison Brie Jay Ellis Kiersey Clemons",en
"Horror, Thriller",Consecration,"Horror, Thriller Christopher Smith Jena Malone Danny Huston Thoren Ferguson",en
"Horror, Science Fiction, Thriller",The Outwaters,"Horror, Science Fiction, Thriller Robbie Banfitch Robbie Banfitch Angela Basolis Scott Schamell",en
"Comedy, Fantasy, Horror",We Have a Ghost,"Comedy, Fantasy, Horror Christopher Landon David Harbour Jahi Di'Allo Winston Anthony Mackie",en
"Crime, Mystery, Thriller",Luther: The Fallen Sun,"Crime, Mystery, Thriller Jamie Payne Idris Elba Cynthia Erivo Andy Serkis",en
"Drama, History",Jesus Revolution,"Drama, History Brent McCorkle Joel Courtney Kelsey Grammer Jonathan Roumie",en
Drama,Bruiser,Drama Miles Warren Jalyn Hall Trevante Rhodes Shamier Anderson,en
"Science Fiction, Comedy, Drama",Linoleum,"Science Fiction, Comedy, Drama Colin West Jim Gaffigan Rhea Seehorn Katelyn Nacon",en
"Comedy, Drama",God's Time,"Comedy, Drama Daniel Antebi Ben Groh Dion Costelloe Liz Caribel Sierra",en
"Action, Thriller, Comedy, Adventure",Operation Fortune: Ruse de Guerre,"Action, Thriller, Comedy, Adventure Guy Ritchie Jason Statham Aubrey Plaza Josh Hartnett",en
Comedy,A Little White Lie,Comedy Michael Maren Michael Shannon Kate Hudson Don Johnson,en
"Horror, Thriller",Children of the Corn,"Horror, Thriller Kurt Wimmer Elena Kampouris Kate Moyer Callan Mulvey",en
Drama,Palm Trees and Power Lines,Drama Jamie Dack Lily McInerny Jonathan Tucker Gretchen Mol,en
"Comedy, Drama",The Year Between,"Comedy, Drama Alex Heller Alex Heller J. Smith-Cameron Steve Buscemi",en
"Action, Adventure, Science Fiction",65,"Action, Adventure, Science Fiction Scott Beck Adam Driver Ariana Greenblatt Chloe Coleman",en
"Comedy, Drama",Champions,"Comedy, Drama Bobby Farrelly Woody Harrelson Kaitlin Olson Cheech Marin",en
"Family, Comedy, Drama",Chang Can Dunk,"Family, Comedy, Drama Jingyi Shao Bloom Li Ben Wang Zoë Renee",en
"History, Drama, Music",Southern Gospel,"History, Drama, Music Jeffrey A. Smith Max Ehrich Katelyn Nacon J. Alphonse Nicholson",en
"Crime, Mystery, Thriller",Boston Strangler,"Crime, Mystery, Thriller Matt Ruskin Keira Knightley Carrie Coon Chris Cooper",en
"Animation, Adventure, Family, Fantasy, Comedy",The Magician's Elephant,"Animation, Adventure, Family, Fantasy, Comedy Wendy Rogers Noah Jupe Mandy Patinkin Brian Tyree Henry",en
"Fantasy, Animation, Adventure",Moving On,"Fantasy, Animation, Adventure Hayao Miyazaki Chieko Baisho Takuya Kimura Akihiro Miwa",en
"Comedy, Drama",Wildflower,"Comedy, Drama Matt Smukler Kiernan Shipka Alexandra Daddario Charlie Plummer",en
"Action, Drama",Supercell,"Action, Drama Herbert James Winterstern Skeet Ulrich Anne Heche Daniel Diemer",en
"Comedy, Drama, History, Romance",Pinball: The Man Who Saved the Game,"Comedy, Drama, History, Romance Austin Bragg Mike Faist Crystal Reed Dennis Boutsikaris",en
"Horror, Comedy, Drama",24,"Horror, Comedy, Drama Dillon Cain Emma Krallman Dillon Cain",en
"Drama, Comedy",A Good Person,"Drama, Comedy Zach Braff Florence Pugh Morgan Freeman Molly Shannon",en
"Mystery, Thriller, Action",The Tutor,"Mystery, Thriller, Action Jordan Ross Garrett Hedlund Noah Schnapp Victoria Justice",en
"Science Fiction, Thriller",Last Sentinel,"Science Fiction, Thriller Tanel Toom Kate Bosworth Lucien Laviscount Martin McCann",en
"Horror, Mystery, Drama",Adalynn,"Horror, Mystery, Drama Jacob Byrd Sydney Carvill Wade Baker Janet Carter",en
"Mystery, Drama, Music, Thriller",31,"Mystery, Drama, Music, Thriller Pratik Moitro Rucha Inamdar Raghubir Yadav Kaam bhaari",en
"Mystery, Comedy, Crime",Murder Mystery 2,"Mystery, Comedy, Crime Jeremy Garelick Adam Sandler Jennifer Aniston Mark Strong",en
"Thriller, History, Drama",Tetris,"Thriller, History, Drama Jon S. Baird Taron Egerton Nikita Efremov Sofia Lebedeva",en
"Music, Drama",Spinning Gold,"Music, Drama Timothy Scott Bogart Jeremy Jordan Michelle Monaghan Jay Pharoah",en
"Comedy, Romance, Science Fiction, Drama",Space Oddity,"Comedy, Romance, Science Fiction, Drama Kyra Sedgwick Kyle Allen Alexandra Shipp Kevin Bacon",en
"Drama, Crime",A Thousand and One,"Drama, Crime A.V. Rockwell Teyana Taylor William Catlett Josiah Cross",en
"Action, Thriller, Science Fiction, Crime",Assassin,"Action, Thriller, Science Fiction, Crime Jesse Atlas Andy Allo Nomzamo Mbatha Bruce Willis",en
Drama,Acidman,Drama Alexandre Lehmann Dianna Agron Thomas Haden Church Sameerah Luqmaan-Harris,en
Horror,Malum,Horror Anthony DiBlasi Jessica Sula Candice Coke Chaney Morrow,en
"Drama, History",Air,"Drama, History Ben Affleck Matt Damon Ben Affleck Jason Bateman",en
"Comedy, Drama",Showing Up,"Comedy, Drama Kelly Reichardt Michelle Williams Hong Chau Maryann Plunkett",en
"Comedy, Drama, Romance",Paint,"Comedy, Drama, Romance Brit McAdams Owen Wilson Michaela Watkins Wendi McLendon-Covey",en
Drama,On a Wing and a Prayer,Drama Sean McNamara Dennis Quaid Heather Graham Jesse Metcalfe,en
"Adventure, Fantasy, Family",Chupa,"Adventure, Fantasy, Family Jonás Cuarón Evan Whitten Demián Bichir Christian Slater",en
"Crime, Drama, Thriller",How to Blow Up a Pipeline,"Crime, Drama, Thriller Daniel Goldhaber Ariela Barer Kristine Froseth Lukas Gage",en
"Romance, Comedy, Drama",One True Loves,"Romance, Comedy, Drama Andy Fickman Phillipa Soo Simu Liu Luke Bracey",en
"Comedy, Adventure, Fantasy",Beau Is Afraid,"Comedy, Adventure, Fantasy Ari Aster Joaquin Phoenix Patti LuPone Amy Ryan",en
"Horror, Thriller",The Pope's Exorcist,"Horror, Thriller Julius Avery Russell Crowe Daniel Zovatto Alex Essoe",en
"Comedy, Crime, Action",Mafia Mamma,"Comedy, Crime, Action Catherine Hardwicke Toni Collette Monica Bellucci Sophia Nomvete",en
Drama,Sweetwater,Drama Martin Guigui Everett Osborne Cary Elwes Jeremy Piven,en
"Horror, Thriller",Nefarious,"Horror, Thriller Cary Solomon Sean Patrick Flanery Jordan Belfi Tom Ohmer",en
Drama,Rare Objects,Drama Katie Holmes Julia Mayorga Katie Holmes Derek Luke,en
"War, Action, Thriller",Guy Ritchie's The Covenant,"War, Action, Thriller Guy Ritchie Jake Gyllenhaal Dar Salim Sean Sagar",en
"Action, Comedy, Romance",Ghosted,"Action, Comedy, Romance Dexter Fletcher Chris Evans Ana de Armas Adrien Brody",en
"Music, Drama, History",Chevalier,"Music, Drama, History Stephen Williams Kelvin Harrison Jr. Samara Weaving Lucy Boynton",en
"Comedy, Drama",Somewhere in Queens,"Comedy, Drama Ray Romano Ray Romano Laurie Metcalf Jacob Ward",en
Drama,Carmen,Drama Benjamin Millepied Melissa Barrera Paul Mescal Rossy de Palma,en
"Romance, Comedy",A Tourist's Guide to Love,"Romance, Comedy Steven K. Tsuchida Rachael Leigh Cook Scott Ly Missi Pyle",en
Horror,28,Horror Katsumi Sasaki,en
"Comedy, Drama","Are You There God? It's Me, Margaret.","Comedy, Drama Kelly Fremon Craig Abby Ryder Fortson Rachel McAdams Kathy Bates",en
"History, Drama",Big George Foreman,"History, Drama George Tillman Jr. Khris Davis Forest Whitaker Sullivan Jones",en
"Action, War, Adventure",Sisu,"Action, War, Adventure Jalmari Helander Jorma Tommila Aksel Hennie Jack Doolan",en
"Horror, Thriller",Clock,"Horror, Thriller Alexis Jacknow Dianna Agron Melora Hardin Jay Ali",en
"Romance, Drama, Comedy",Love Again,"Romance, Drama, Comedy Jim Strouse Priyanka Chopra Jonas Sam Heughan Céline Dion",en
"Action, Thriller",One Ranger,"Action, Thriller Jesse V. Johnson Thomas Jane Dominique Tipper John Malkovich",en
"Action, Thriller",The Mother,"Action, Thriller Niki Caro Jennifer Lopez Lucy Paez Omari Hardwick",en
Comedy,Fool's Paradise,Comedy Charlie Day Charlie Day Ken Jeong Kate Beckinsale,en
"Mystery, Thriller, Science Fiction",Hypnotic,"Mystery, Thriller, Science Fiction Robert Rodriguez Ben Affleck Alice Braga William Fichtner",en
"Science Fiction, Action, Adventure, Family",Crater,"Science Fiction, Action, Adventure, Family Kyle Patrick Alvarez Isaiah Russell-Bailey Mckenna Grace Billy Barratt",en
"Fantasy, Action, Adventure",Knights of the Zodiac,"Fantasy, Action, Adventure Tomek Bagiński Mackenyu Madison Iseman Diego Tinoco",en
"Action, Mystery, Thriller",Mercy,"Action, Mystery, Thriller Tony Dean Smith Leah Gibson Jonathan Rhys Meyers Anthony Konechny",en
Drama,Monica,Drama Andrea Pallaoro Trace Lysette Patricia Clarkson Emily Browning,en
Drama,The Starling Girl,Drama Laurel Parmet Eliza Scanlen Lewis Pullman Wrenn Schmidt,en
"Animation, Family, Comedy",Rally Road Racers,"Animation, Family, Comedy Ross Venokur Jimmy O. Yang Lisa Lu Chloe Bennet",en
"Comedy, Drama",White Men Can't Jump,"Comedy, Drama Calmatic Sinqua Walls Jack Harlow Lance Reddick",en
"Drama, Crime",Master Gardener,"Drama, Crime Paul Schrader Joel Edgerton Sigourney Weaver Quintessa Swindell",en
"Drama, Thriller",Sanctuary,"Drama, Thriller Zachary Wigon Margaret Qualley Christopher Abbott Danita Battle",en
"Comedy, Science Fiction, Romance, Fantasy",Robots,"Comedy, Science Fiction, Romance, Fantasy Casper Christensen Shailene Woodley Jack Whitehall Paul Rust",en
"Fantasy, Horror, Drama",Moon Garden,"Fantasy, Horror, Drama Ryan Stevens Harris Augie Duke Brionne Davis Haven Lee Harris",en
Comedy,About My Father,Comedy Laura Terruso Sebastian Maniscalco Robert De Niro Leslie Bibb,en
"Action, Thriller",Kandahar,"Action, Thriller Ric Roman Waugh Gerard Butler Navid Negahban Travis Fimmel",en
"Comedy, Action, Crime",The Machine,"Comedy, Action, Crime Peter Atencio Bert Kreischer Mark Hamill Jimmy Tatro",en
"Comedy, Drama, Romance",You Hurt My Feelings,"Comedy, Drama, Romance Nicole Holofcener Julia Louis-Dreyfus Tobias Menzies Michaela Watkins",en
"Action, Horror, Thriller",The Wrath of Becky,"Action, Horror, Thriller Suzanne Coote Lulu Wilson Seann William Scott Denise Burse",en
"Horror, Thriller, Mystery",The Boogeyman,"Horror, Thriller, Mystery Rob Savage Sophie Thatcher Vivien Lyra Blair Chris Messina",en
"Drama, Romance",Past Lives,"Drama, Romance Celine Song Greta Lee Teo Yoo John Magaro",en
"Drama, History",Shooting Stars,"Drama, History Chris Robinson Mookie Cook Dermot Mulroney Wood Harris",en
"Drama, History",Flamin' Hot,"Drama, History Eva Longoria Jesse Garcia Annie Gonzalez Emilio Rivera",en
"History, Drama",Dalíland,"History, Drama Mary Harron Ben Kingsley Barbara Sukowa Christopher Briney",en
"Animation, Comedy, Family, Fantasy, Romance",Elemental,"Animation, Comedy, Family, Fantasy, Romance Peter Sohn Leah Lewis Mamoudou Athie Ronnie del Carmen",en
"Comedy, Drama",Asteroid City,"Comedy, Drama Wes Anderson Jason Schwartzman Scarlett Johansson Tom Hanks",en
"Action, Thriller",Extraction 2,"Action, Thriller Sam Hargrave Chris Hemsworth Golshifteh Farahani Adam Bessa",en
"Horror, Comedy",The Blackening,"Horror, Comedy Tim Story Grace Byers Jermaine Fowler Melvin Gregg",en
Documentary,23,Documentary Hayao Miyazaki Toshio Suzuki Isao Takahata,en
"Romance, Comedy",The Perfect Find,"Romance, Comedy Numa Perrier Gabrielle Union Keith Powers Gina Torres",en
"Music, Family, Comedy",World's Best,"Music, Family, Comedy Roshan Sethi Manny Magnus Punam Patel Utkarsh Ambudkar",en
"Thriller, Action, Crime",God Is a Bullet,"Thriller, Action, Crime Nick Cassavetes Maika Monroe Nikolaj Coster-Waldau Karl Glusman",en
"Fantasy, Family, Drama",Wonderwell,"Fantasy, Family, Drama Vlad Marsavin Kiera Milward Nell Tiger Free Carrie Fisher",en
"Animation, Family, Fantasy, Comedy","Ruby Gillman, Teenage Kraken","Animation, Family, Fantasy, Comedy Kirk DeMicco Lana Condor Toni Collette Annie Murphy",en
"Adventure, Animation, Fantasy, Family, Action, Science Fiction",Nimona,"Adventure, Animation, Fantasy, Family, Action, Science Fiction Nick Bruno Chloë Grace Moretz Riz Ahmed Eugene Lee Yang",en
"Thriller, Action, Mystery, Crime",Confidential Informant,"Thriller, Action, Mystery, Crime Michael Oblowitz Dominic Purcell Kate Bosworth Mel Gibson",en
"Drama, Mystery, Thriller",Prisoner's Daughter,"Drama, Mystery, Thriller Catherine Hardwicke Kate Beckinsale Brian Cox Christopher Convery",en
"Horror, Mystery, Thriller",The Unseen,"Horror, Mystery, Thriller Vincent Shade RJ Mitte Christian Stolte William Mark McCullough",en
Horror,7,Horror Zeferí Encina Leveratto,en
Comedy,Joy Ride,Comedy Adele Lim Ashley Park Sherry Cola Stephanie Hsu,en
"Romance, Action, Comedy",The Out-Laws,"Romance, Action, Comedy Tyler Spindel Adam Devine Nina Dobrev Pierce Brosnan",en
Drama,Earth Mama,Drama Savanah Leaf Tia Nomore Erika Alexander Keta Price,en
"Comedy, Drama, Science Fiction, Fantasy",Biosphere,"Comedy, Drama, Science Fiction, Fantasy Mel Eslyn Sterling K. Brown Mark Duplass",en
"Horror, Science Fiction",Cocaine Shark,"Horror, Science Fiction Mark Polonia Titus Himmelberger Ken Van Sant Natalie Himmelberger",en
"Drama, War, Horror",12,"Drama, War, Horror Pier Paolo Pasolini Paolo Bonacelli Giorgio Cataldi Uberto Paolo Quintavalle",en
Comedy,Theater Camp,Comedy Molly Gordon Ben Platt Molly Gordon Noah Galvin,en
"Drama, History",Oppenheimer,"Drama, History Christopher Nolan Cillian Murphy Emily Blunt Matt Damon",en
Horror,Cobweb,Horror Samuel Bodin Lizzy Caplan Antony Starr Cleopatra Coleman,en
"Comedy, Drama",The Beanie Bubble,"Comedy, Drama Kristin Gore Zach Galifianakis Elizabeth Banks Sarah Snook",en
"Animation, Action, Adventure, Science Fiction",The Venture Bros.: Radiant Is the Blood of the Baboon Heart,"Animation, Action, Adventure, Science Fiction Christopher McCulloch Christopher McCulloch Doc Hammer James Urbaniak",en
"Action, Thriller",Sympathy for the Devil,"Action, Thriller Yuval Adler Nicolas Cage Joel Kinnaman Alexis Zollicoffer",en
Music,Circus Maximus,Music Andrew Dosunmu Travis Scott Rick Rubin James Blake,en
"Romance, Adventure, Comedy, Drama",Happiness for Beginners,"Romance, Adventure, Comedy, Drama Vicky Wight Ellie Kemper Luke Grimes Nico Santos",en
Drama,War Pony,Drama Gina Gammell Jojo Bapteise Whiting LaDainian Crazy Thunder Robert Stover,en
Drama,The Unknown Country,Drama Morrisa Maltz Lily Gladstone Raymond Lee Richard Ray Whitman,en
Thriller,Mike & Fred vs The Dead,Thriller Guillaume Bonnier Abderissaak Mohamed Daphné Patakia Pierre Lottin,en
"Action, Thriller, Crime",4,"Action, Thriller, Crime Chad Stahelski Keanu Reeves Donnie Yen Bill Skarsgård",en
"Comedy, Drama, Romance",Shortcomings,"Comedy, Drama, Romance Randall Park Justin H. Min Sherry Cola Ally Maki",en
"Music, Drama",Dreamin' Wild,"Music, Drama Bill Pohlad Casey Affleck Walton Goggins Zooey Deschanel",en
"Comedy, Mystery",Corner Office,"Comedy, Mystery Joachim Back Jon Hamm Danny Pudi Sarah Gadon",en
"Drama, Thriller",What Comes Around,"Drama, Thriller Amy Redford Summer Phoenix Grace Van Dien Jesse Garcia",en
"Horror, Thriller",The Passenger,"Horror, Thriller Carter Smith Kyle Gallner Johnny Berchtold Liza Weil",en
"Thriller, Action",Heart of Stone,"Thriller, Action Tom Harper Gal Gadot Jamie Dornan Alia Bhatt",en
"Comedy, Romance","Red, White & Royal Blue","Comedy, Romance Matthew López Taylor Zakhar Perez Nicholas Galitzine Uma Thurman",en
"Comedy, Science Fiction, Drama",Jules,"Comedy, Science Fiction, Drama Marc Turtletaub Ben Kingsley Harriet Sansom Harris Jane Curtin",en
"Thriller, Crime, Drama",Inside Man,"Thriller, Crime, Drama Danny A. Abeckaser Emile Hirsch Jake Cannavale Lucy Hale",en
"Comedy, Adventure",Strays,"Comedy, Adventure Josh Greenbaum Will Ferrell Jamie Foxx Isla Fisher",en
"Action, Adventure, Animation, Comedy, Fantasy",The Monkey King,"Action, Adventure, Animation, Comedy, Fantasy Ralph Zondag",en
"Science Fiction, Comedy, Drama",Landscape with Invisible Hand,"Science Fiction, Comedy, Drama Cory Finley Asante Blackk Kylie Rogers Tiffany Haddish",en
"Horror, Mystery, Thriller, Drama, Science Fiction",Birth/Rebirth,"Horror, Mystery, Thriller, Drama, Science Fiction Laura Moss Marin Ireland Judy Reyes A.J. Lister",en
Comedy,Back on the Strip,Comedy Chris Spencer Wesley Snipes Spence Moore II Kevin Hart,en
"Drama, Comedy",The Adults,"Drama, Comedy Dustin Guy Defa Michael Cera Hannah Gross Sophia Lillis",en
"Thriller, Action, Adventure",Retribution,"Thriller, Action, Adventure Nimród Antal Liam Neeson Lilly Aspell Jack Champion",en
Comedy,Vacation Friends 2,Comedy Clay Tarver Lil Rel Howery Yvonne Orji John Cena,en
Comedy,You Are So Not Invited to My Bat Mitzvah,Comedy Sammi Cohen Idina Menzel Jackie Sandler Adam Sandler,en
